Number:0, mass:1, radius:0.001
time,x,y,z
1.26, 0.677766, 0.595309, 0.231419
1.27, 0.6481, 0.126799, 0.743104
1.28, 0.618433, 0.65829, 0.254789
1.29, 0.588423, 0.190096, 0.768358
1.3, 0.557989, 0.721347, 0.282647
1.31, 0.527564, 0.252632, 0.796946
1.32, 0.494899, 0.78743, 0.282986
1.33, 0.435722, 0.362617, 0.444462
1.34, 0.376548, 0.937808, 0.605937
1.35, 0.317373, 0.512999, 0.767412
1.36, 0.258199, 0.0881909, 0.928888
1.37, 0.199024, 0.663383, 0.0903631
1.38, 0.13985, 0.238574, 0.251839
1.39, 0.0806752, 0.813766, 0.413314
1.4, 0.0215007, 0.388957, 0.57479
1.41, 0.962326, 0.964149, 0.736265
1.42, 0.903152, 0.53934, 0.89774
1.43, 0.843977, 0.114532, 0.0592159
1.44, 0.784803, 0.689724, 0.220691
1.45, 0.725628, 0.264915, 0.382167
1.46, 0.666454, 0.840107, 0.543642
1.47, 0.607279, 0.415298, 0.705118
1.48, 0.548105, 0.99049, 0.866593
1.49, 0.48893, 0.565681, 0.0280686
1.5, 0.429756, 0.140873, 0.189544
1.51, 0.370581, 0.716065, 0.35102
1.52, 0.311406, 0.291256, 0.512495
1.53, 0.252232, 0.866448, 0.67397
1.54, 0.193057, 0.441639, 0.835446
1.55, 0.133883, 0.0168309, 0.996921
1.56, 0.0747084, 0.592023, 0.158397
1.57, 0.0155339, 0.167214, 0.319872
1.58, 0.956359, 0.742406, 0.481348
1.59, 0.897185, 0.317597, 0.642823
1.6, 0.83801, 0.892789, 0.804299
1.61, 0.778836, 0.46798, 0.965774
1.62, 0.719661, 0.043172, 0.12725
1.63, 0.660487, 0.618364, 0.288725
1.64, 0.601312, 0.193555, 0.4502
1.65, 0.542138, 0.768747, 0.611676
1.66, 0.482963, 0.343938, 0.773151
1.67, 0.423789, 0.91913, 0.934627
1.68, 0.364614, 0.494321, 0.0961023
1.69, 0.30544, 0.0695131, 0.257578
1.7, 0.246265, 0.644705, 0.419053
1.71, 0.187091, 0.219896, 0.580529
1.72, 0.127916, 0.795088, 0.742004
1.73, 0.0687415, 0.370279, 0.90348
1.74, 0.00956702, 0.945471, 0.0649551
1.75, 0.950393, 0.520663, 0.226431
1.76, 0.891218, 0.0958541, 0.387906
1.77, 0.832043, 0.671046, 0.549381
1.78, 0.772869, 0.246237, 0.710857
1.79, 0.713694, 0.821429, 0.872332
1.8, 0.65452, 0.39662, 0.0338078
1.81, 0.595345, 0.971812, 0.195283
1.82, 0.536171, 0.547004, 0.356759
1.83, 0.476996, 0.122195, 0.518234
1.84, 0.417822, 0.697387, 0.67971
1.85, 0.358647, 0.272578, 0.841185
1.86, 0.299473, 0.84777, 0.00266055
1.87, 0.240298, 0.422961, 0.164136
1.88, 0.181124, 0.998153, 0.325611
1.89, 0.121949, 0.573345, 0.487087
1.9, 0.0627747, 0.148536, 0.648562
1.91, 0.00360017, 0.723728, 0.810038
1.92, 0.944426, 0.298919, 0.971513
1.93, 0.885251, 0.874111, 0.132989
1.94, 0.826077, 0.449303, 0.294464
1.95, 0.766902, 0.0244941, 0.45594
1.96, 0.707728, 0.599686, 0.617415
1.97, 0.648553, 0.174877, 0.778891
1.98, 0.589379, 0.750069, 0.940366
1.99, 0.530204, 0.32526, 0.101841
2, 0.471029, 0.900452, 0.263317
2.01, 0.411855, 0.475644, 0.424792
2.02, 0.35268, 0.0508352, 0.586268
2.03, 0.293506, 0.626027, 0.747743
2.04, 0.234331, 0.201218, 0.909219
2.05, 0.175157, 0.77641, 0.0706942
2.06, 0.115982, 0.351602, 0.23217
2.07, 0.0568078, 0.926793, 0.393645
2.08, 0.997633, 0.501985, 0.555121
2.09, 0.938459, 0.0771762, 0.716596
2.1, 0.879284, 0.652368, 0.878072
2.11, 0.82011, 0.227559, 0.039547
2.12, 0.760935, 0.802751, 0.201022
2.13, 0.701761, 0.377943, 0.362498
2.14, 0.642586, 0.953134, 0.523973
2.15, 0.583412, 0.528326, 0.685449
2.16, 0.524237, 0.103517, 0.846924
2.17, 0.465063, 0.678709, 0.00839973
2.18, 0.405888, 0.2539, 0.169875
2.19, 0.346714, 0.829092, 0.331351
2.2, 0.287539, 0.404284, 0.492826
2.21, 0.228365, 0.979475, 0.654302
2.22, 0.16919, 0.554667, 0.815777
2.23, 0.110016, 0.129858, 0.977252
2.24, 0.050841, 0.70505, 0.138728
2.25, 0.991666, 0.280242, 0.300203
2.26, 0.932492, 0.855433, 0.461679
2.27, 0.873317, 0.430625, 0.623154
2.28, 0.814143, 0.00581626, 0.78463
2.29, 0.754968, 0.581008, 0.946105
2.3, 0.695794, 0.156199, 0.107581
2.31, 0.636619, 0.731391, 0.269056
2.32, 0.577445, 0.306583, 0.430532
2.33, 0.51827, 0.881774, 0.592007
2.34, 0.459096, 0.456966, 0.753483
2.35, 0.399921, 0.0321573, 0.914958
2.36, 0.340747, 0.607349, 0.0764334
2.37, 0.281572, 0.18254, 0.237909
2.38, 0.222398, 0.757732, 0.399384
2.39, 0.163223, 0.332924, 0.56086
2.4, 0.104049, 0.908115, 0.722335
2.41, 0.0448741, 0.483307, 0.883811
2.42, 0.9857, 0.0584984, 0.0452862
2.43, 0.926525, 0.63369, 0.206762
2.44, 0.867351, 0.208882, 0.368237
2.45, 0.808176, 0.784073, 0.529713
2.46, 0.749002, 0.359265, 0.691188
2.47, 0.689827, 0.934456, 0.852663
2.48, 0.630653, 0.509648, 0.0141389
2.49, 0.571478, 0.0848394, 0.175614
2.5, 0.512303, 0.660031, 0.33709
2.51, 0.453129, 0.235223, 0.498565
2.52, 0.393954, 0.810414, 0.660041
2.53, 0.33478, 0.385606, 0.821516
2.54, 0.275605, 0.960797, 0.982992
2.55, 0.216431, 0.535989, 0.144467
2.56, 0.157256, 0.11118, 0.305943
2.57, 0.0980818, 0.686372, 0.467418
2.58, 0.0389073, 0.261564, 0.628893
2.59, 0.979733, 0.836755, 0.790369
2.6, 0.920558, 0.411947, 0.951844
2.61, 0.861384, 0.987138, 0.11332
2.62, 0.802209, 0.56233, 0.274795
2.63, 0.743035, 0.137522, 0.436271
2.64, 0.68386, 0.712713, 0.597746
2.65, 0.624686, 0.287905, 0.759222
2.66, 0.565511, 0.863096, 0.920697
2.67, 0.506337, 0.438288, 0.0821726
2.68, 0.447162, 0.0134795, 0.243648
2.69, 0.387988, 0.588671, 0.405124
2.7, 0.328813, 0.163863, 0.566599
2.71, 0.269639, 0.739054, 0.728074
2.72, 0.210464, 0.314246, 0.88955
2.73, 0.151289, 0.889437, 0.0510253
2.74, 0.092115, 0.464629, 0.212501
2.75, 0.0329404, 0.0398205, 0.373976
2.76, 0.973766, 0.615012, 0.535452
2.77, 0.914591, 0.190204, 0.696927
2.78, 0.855417, 0.765395, 0.858403
2.79, 0.796242, 0.340587, 0.0198781
2.8, 0.737068, 0.915778, 0.181354
2.81, 0.677893, 0.49097, 0.342829
2.82, 0.618719, 0.0661616, 0.504304
2.83, 0.559544, 0.641353, 0.66578
2.84, 0.50037, 0.216545, 0.827255
2.85, 0.441195, 0.791736, 0.988731
2.86, 0.382021, 0.366928, 0.150206
2.87, 0.322846, 0.942119, 0.311682
2.88, 0.263672, 0.517311, 0.473157
2.89, 0.204497, 0.0925026, 0.634633
2.9, 0.145323, 0.667694, 0.796108
2.91, 0.0861481, 0.242886, 0.957584
2.92, 0.0269736, 0.818077, 0.119059
2.93, 0.967799, 0.393269, 0.280534
2.94, 0.908625, 0.968461, 0.44201
2.95, 0.84945, 0.543652, 0.603485
2.96, 0.790276, 0.118844, 0.764961
2.97, 0.731101, 0.694035, 0.926436
2.98, 0.671926, 0.269227, 0.0879118
2.99, 0.612752, 0.844418, 0.249387
3, 0.553577, 0.41961, 0.410863
3.01, 0.494403, 0.994802, 0.572338
3.02, 0.435228, 0.569993, 0.733814
3.03, 0.376054, 0.145185, 0.895289
3.04, 0.316879, 0.720376, 0.0567645
3.05, 0.257705, 0.295568, 0.21824
3.06, 0.19853, 0.870759, 0.379715
3.07, 0.139356, 0.445951, 0.541191
3.08, 0.0801813, 0.0211427, 0.702666
3.09, 0.0210067, 0.596334, 0.864142
3.1, 0.961832, 0.171526, 0.0256173
3.11, 0.902658, 0.746717, 0.187093
3.12, 0.843483, 0.321909, 0.348568
3.13, 0.784309, 0.897101, 0.510044
3.14, 0.725134, 0.472292, 0.671519
3.15, 0.66596, 0.0474837, 0.832995
3.16, 0.606785, 0.622675, 0.99447
3.17, 0.547611, 0.197867, 0.155945
3.18, 0.488436, 0.773058, 0.317421
3.19, 0.429262, 0.34825, 0.478896
3.2, 0.370087, 0.923442, 0.640372
3.21, 0.310912, 0.498633, 0.801847
3.22, 0.251738, 0.0738248, 0.963323
3.23, 0.192563, 0.649016, 0.124798
3.24, 0.133389, 0.224208, 0.286274
3.25, 0.0742144, 0.7994, 0.447749
3.26, 0.0150399, 0.374591, 0.609225
3.27, 0.955865, 0.949783, 0.7707
3.28, 0.896691, 0.524974, 0.932175
3.29, 0.837516, 0.100166, 0.0936509
3.3, 0.778342, 0.675357, 0.255126
3.31, 0.719167, 0.250549, 0.416602
3.32, 0.659993, 0.825741, 0.578077
3.33, 0.600818, 0.400932, 0.739553
3.34, 0.541644, 0.976124, 0.901028
3.35, 0.482469, 0.551315, 0.0625037
3.36, 0.423295, 0.126507, 0.223979
3.37, 0.36412, 0.701698, 0.385455
3.38, 0.304946, 0.27689, 0.54693
3.39, 0.245771, 0.852082, 0.708406
3.4, 0.186597, 0.427273, 0.869881
3.41, 0.127422, 0.00246478, 0.0313564
3.42, 0.0682476, 0.577656, 0.192832
3.43, 0.00907305, 0.152848, 0.354307
3.44, 0.949899, 0.72804, 0.515783
3.45, 0.890724, 0.303231, 0.677258
3.46, 0.831549, 0.878423, 0.838734
3.47, 0.772375, 0.453614, 1.00021
3.48, 0.7132, 0.0288058, 0.161685
3.49, 0.654026, 0.603997, 0.32316
3.5, 0.594851, 0.179189, 0.484636
3.51, 0.535677, 0.754381, 0.646111
3.52, 0.476502, 0.329572, 0.807586
3.53, 0.417328, 0.904764, 0.969062
3.54, 0.358153, 0.479955, 0.130537
3.55, 0.298979, 0.0551469, 0.292013
3.56, 0.239804, 0.630338, 0.453488
3.57, 0.18063, 0.20553, 0.614964
3.58, 0.121455, 0.780722, 0.776439
3.59, 0.0622807, 0.355913, 0.937915
3.6, 0.0031062, 0.931105, 0.0993901
3.61, 0.943932, 0.506296, 0.260866
3.62, 0.884757, 0.081488, 0.422341
3.63, 0.825583, 0.65668, 0.583816
3.64, 0.766408, 0.231871, 0.745292
3.65, 0.707234, 0.807063, 0.906767
3.66, 0.648059, 0.382254, 0.0682429
3.67, 0.588885, 0.957446, 0.229718
3.68, 0.52971, 0.532637, 0.391194
3.69, 0.470536, 0.107829, 0.552669
3.7, 0.411361, 0.683021, 0.714145
3.71, 0.352186, 0.258212, 0.87562
3.72, 0.293012, 0.833404, 0.0370956
3.73, 0.233837, 0.408595, 0.198571
3.74, 0.174663, 0.983787, 0.360047
3.75, 0.115488, 0.558978, 0.521522
3.76, 0.0563139, 0.13417, 0.682997
3.77, 0.997139, 0.709362, 0.844473
3.78, 0.937965, 0.284553, 0.00594836
3.79, 0.87879, 0.859745, 0.167424
3.8, 0.819616, 0.434936, 0.328899
3.81, 0.760441, 0.010128, 0.490375
3.82, 0.701267, 0.58532, 0.65185
3.83, 0.642092, 0.160511, 0.813326
3.84, 0.582918, 0.735703, 0.974801
3.85, 0.523743, 0.310894, 0.136277
3.86, 0.464569, 0.886086, 0.297752
3.87, 0.405394, 0.461277, 0.459227
3.88, 0.34622, 0.036469, 0.620703
3.89, 0.287045, 0.611661, 0.782178
3.9, 0.227871, 0.186852, 0.943654
3.91, 0.168696, 0.762044, 0.105129
3.92, 0.109522, 0.337235, 0.266605
3.93, 0.050347, 0.912427, 0.42808
3.94, 0.991172, 0.487619, 0.589556
3.95, 0.931998, 0.0628101, 0.751031
3.96, 0.872823, 0.638002, 0.912507
3.97, 0.813649, 0.213193, 0.073982
3.98, 0.754474, 0.788385, 0.235458
3.99, 0.6953, 0.363576, 0.396933
4, 0.636125, 0.938768, 0.558408
4.01, 0.576951, 0.51396, 0.719884
4.02, 0.517776, 0.0891512, 0.881359
4.03, 0.458602, 0.664343, 0.0428348
4.04, 0.399427, 0.239534, 0.20431
4.05, 0.340253, 0.814726, 0.365786
4.06, 0.281078, 0.389917, 0.527261
4.07, 0.221904, 0.965109, 0.688737
4.08, 0.162729, 0.540301, 0.850212
4.09, 0.103555, 0.115492, 0.0116875
4.1, 0.0443802, 0.690684, 0.173163
4.11, 0.985206, 0.265875, 0.334638
4.12, 0.926031, 0.841067, 0.496114
4.13, 0.866857, 0.416259, 0.657589
4.14, 0.807682, 0.99145, 0.819065
4.15, 0.748508, 0.566642, 0.98054
4.16, 0.689333, 0.141833, 0.142016
4.17, 0.630159, 0.717025, 0.303491
4.18, 0.570984, 0.292216, 0.464967
4.19, 0.511809, 0.867408, 0.626442
4.2, 0.452635, 0.4426, 0.787918
4.21, 0.39346, 0.0177912, 0.949393
4.22, 0.334286, 0.592983, 0.110868
4.23, 0.275111, 0.168174, 0.272344
4.24, 0.215937, 0.743366, 0.433819
4.25, 0.156762, 0.318557, 0.595295
4.26, 0.0975878, 0.893749, 0.75677
4.27, 0.0384133, 0.468941, 0.918246
4.28, 0.979239, 0.0441322, 0.0797212
4.29, 0.920064, 0.619324, 0.241197
4.3, 0.86089, 0.194515, 0.402672
4.31, 0.801715, 0.769707, 0.564148
4.32, 0.742541, 0.344899, 0.725623
4.33, 0.683366, 0.92009, 0.887099
4.34, 0.624192, 0.495282, 0.048574
4.35, 0.565017, 0.0704733, 0.210049
4.36, 0.505843, 0.645665, 0.371525
4.37, 0.446668, 0.220856, 0.533
4.38, 0.387494, 0.796048, 0.694476
4.39, 0.328319, 0.37124, 0.855951
4.4, 0.269145, 0.946431, 0.0174267
4.41, 0.20997, 0.521623, 0.178902
4.42, 0.150796, 0.0968143, 0.340378
4.43, 0.091621, 0.672006, 0.501853
4.44, 0.0324465, 0.247198, 0.663329
4.45, 0.973272, 0.822389, 0.824804
4.46, 0.914097, 0.397581, 0.986279
4.47, 0.854923, 0.972772, 0.147755
4.48, 0.795748, 0.547964, 0.30923
4.49, 0.736574, 0.123155, 0.470706
4.5, 0.677399, 0.698347, 0.632181
4.51, 0.618225, 0.273539, 0.793657
4.52, 0.55905, 0.84873, 0.955132
4.53, 0.499876, 0.423922, 0.116608
4.54, 0.440701, -0.000886695, 0.278083
4.55, 0.381527, 0.574305, 0.439559
4.56, 0.322352, 0.149496, 0.601034
4.57, 0.263178, 0.724688, 0.762509
4.58, 0.204003, 0.29988, 0.923985
4.59, 0.144829, 0.875071, 0.0854604
4.6, 0.0856541, 0.450263, 0.246936
4.61, 0.0264796, 0.0254544, 0.408411
4.62, 0.967305, 0.600646, 0.569887
4.63, 0.908131, 0.175838, 0.731362
4.64, 0.848956, 0.751029, 0.892838
4.65, 0.789782, 0.326221, 0.0543131
4.66, 0.730607, 0.901412, 0.215789
4.67, 0.671432, 0.476604, 0.377264
4.68, 0.612258, 0.0517954, 0.53874
4.69, 0.553083, 0.626987, 0.700215
4.7, 0.493909, 0.202179, 0.86169
4.71, 0.434734, 0.77737, 0.0231659
4.72, 0.37556, 0.352562, 0.184641
4.73, 0.316385, 0.927753, 0.346117
4.74, 0.257211, 0.502945, 0.507592
4.75, 0.198036, 0.0781365, 0.669068
4.76, 0.138862, 0.653328, 0.830543
4.77, 0.0796873, 0.22852, 0.992019
4.78, 0.0205128, 0.803711, 0.153494
4.79, 0.961338, 0.378903, 0.31497
4.8, 0.902164, 0.954094, 0.476445
4.81, 0.842989, 0.529286, 0.63792
4.82, 0.783815, 0.104478, 0.799396
4.83, 0.72464, 0.679669, 0.960871
4.84, 0.665466, 0.254861, 0.122347
4.85, 0.606291, 0.830052, 0.283822
4.86, 0.547117, 0.405244, 0.445298
4.87, 0.487942, 0.980435, 0.606773
4.88, 0.428768, 0.555627, 0.768249
4.89, 0.369593, 0.130819, 0.929724
4.9, 0.310419, 0.70601, 0.0911996
4.91, 0.251244, 0.281202, 0.252675
4.92, 0.192069, 0.856393, 0.41415
4.93, 0.132895, 0.431585, 0.575626
4.94, 0.0737204, 0.0067765, 0.737101
4.95, 0.0145459, 0.581968, 0.898577
4.96, 0.955371, 0.15716, 0.0600523
4.97, 0.896197, 0.732351, 0.221528
4.98, 0.837022, 0.307543, 0.383003
4.99, 0.777848, 0.882734, 0.544479
5, 0.718673, 0.457926, 0.705954
5.01, 0.659499, 0.0331176, 0.86743
5.02, 0.600324, 0.608309, 0.0289051
5.03, 0.54115, 0.183501, 0.190381
5.04, 0.481975, 0.758692, 0.351856
5.05, 0.422801, 0.333884, 0.513331
5.06, 0.363626, 0.909075, 0.674807
5.07, 0.304452, 0.484267, 0.836282
5.08, 0.245277, 0.0594586, 0.997758
5.09, 0.186103, 0.63465, 0.159233
5.1, 0.126928, 0.209842, 0.320709
5.11, 0.0677536, 0.785033, 0.482184
5.12, 0.00857907, 0.360225, 0.64366
5.13, 0.949405, 0.935417, 0.805135
5.14, 0.89023, 0.510608, 0.966611
5.15, 0.831056, 0.0857997, 0.128086
5.16, 0.771881, 0.660991, 0.289561
5.17, 0.712706, 0.236183, 0.451037
5.18, 0.653532, 0.811374, 0.612512
5.19, 0.594357, 0.386566, 0.773988
5.2, 0.535183, 0.961758, 0.935463
5.21, 0.476008, 0.536949, 0.0969388
5.22, 0.416834, 0.112141, 0.258414
5.23, 0.357659, 0.687332, 0.41989
5.24, 0.298485, 0.262524, 0.581365
5.25, 0.23931, 0.837715, 0.742841
5.26, 0.180136, 0.412907, 0.904316
5.27, 0.120961, 0.988099, 0.0657915
5.28, 0.0617867, 0.56329, 0.227267
5.29, 0.00261222, 0.138482, 0.388742
5.3, 0.943438, 0.713673, 0.550218
5.31, 0.884263, 0.288865, 0.711693
5.32, 0.825089, 0.864057, 0.873169
5.33, 0.765914, 0.439248, 0.0346442
5.34, 0.70674, 0.0144397, 0.19612
5.35, 0.647565, 0.589631, 0.357595
5.36, 0.588391, 0.164823, 0.519071
5.37, 0.529216, 0.740014, 0.680546
5.38, 0.470042, 0.315206, 0.842022
5.39, 0.410867, 0.890398, 0.00349699
5.4, 0.351692, 0.465589, 0.164972
5.41, 0.292518, 0.0407807, 0.326448
5.42, 0.233343, 0.615972, 0.487923
5.43, 0.174169, 0.191164, 0.649399
5.44, 0.114994, 0.766355, 0.810874
5.45, 0.0558199, 0.341547, 0.97235
5.46, 0.996645, 0.916739, 0.133825
5.47, 0.937471, 0.49193, 0.295301
5.48, 0.878296, 0.0671218, 0.456776
5.49, 0.819122, 0.642313, 0.618252
5.5, 0.759947, 0.217505, 0.779727
5.51, 0.700773, 0.792697, 0.941202
5.52, 0.641598, 0.367888, 0.102678
5.53, 0.582424, 0.94308, 0.264153
5.54, 0.523249, 0.518271, 0.425629
5.55, 0.464075, 0.0934629, 0.587104
5.56, 0.4049, 0.668654, 0.74858
5.57, 0.345726, 0.243846, 0.910055
5.58, 0.286551, 0.819038, 0.0715307
5.59, 0.227377, 0.394229, 0.233006
5.6, 0.168202, 0.969421, 0.394482
5.61, 0.109028, 0.544612, 0.555957
5.62, 0.049853, 0.119804, 0.717433
5.63, 0.990679, 0.694996, 0.878908
5.64, 0.931504, 0.270187, 0.0403834
5.65, 0.872329, 0.845379, 0.201859
5.66, 0.813155, 0.42057, 0.363334
5.67, 0.75398, 0.995762, 0.52481
5.68, 0.694806, 0.570953, 0.686285
5.69, 0.635631, 0.146145, 0.847761
5.7, 0.576457, 0.721337, 0.00923617
5.71, 0.517282, 0.296528, 0.170712
5.72, 0.458108, 0.87172, 0.332187
5.73, 0.398933, 0.446911, 0.493663
5.74, 0.339759, 0.0221029, 0.655138
5.75, 0.280584, 0.597294, 0.816613
5.76, 0.22141, 0.172486, 0.978089
5.77, 0.162235, 0.747678, 0.139564
5.78, 0.103061, 0.322869, 0.30104
5.79, 0.0438862, 0.898061, 0.462515
5.8, 0.984712, 0.473252, 0.623991
5.81, 0.925537, 0.0484439, 0.785466
5.82, 0.866363, 0.623636, 0.946942
5.83, 0.807188, 0.198827, 0.108417
5.84, 0.748014, 0.774019, 0.269893
5.85, 0.688839, 0.34921, 0.431368
5.86, 0.629665, 0.924402, 0.592843
5.87, 0.57049, 0.499593, 0.754319
5.88, 0.511316, 0.074785, 0.915794
5.89, 0.452141, 0.649977, 0.0772699
5.9, 0.392966, 0.225168, 0.238745
5.91, 0.333792, 0.80036, 0.400221
5.92, 0.274617, 0.375551, 0.561696
5.93, 0.215443, 0.950743, 0.723172
5.94, 0.156268, 0.525934, 0.884647
5.95, 0.0970939, 0.101126, 0.0461226
5.96, 0.0379193, 0.676318, 0.207598
5.97, 0.978745, 0.251509, 0.369074
5.98, 0.91957, 0.826701, 0.530549
5.99, 0.860396, 0.401892, 0.692024
6, 0.801221, 0.977084, 0.8535
6.01, 0.742047, 0.552276, 0.0149753
6.02, 0.682872, 0.127467, 0.176451
6.03, 0.623698, 0.702659, 0.337926
6.04, 0.564523, 0.27785, 0.499402
6.05, 0.505349, 0.853042, 0.660877
6.06, 0.446174, 0.428233, 0.822353
6.07, 0.387, 0.00342502, 0.983828
6.08, 0.327825, 0.578617, 0.145304
6.09, 0.268651, 0.153808, 0.306779
6.1, 0.209476, 0.729, 0.468254
6.11, 0.150302, 0.304191, 0.62973
6.12, 0.091127, 0.879383, 0.791205
6.13, 0.0319525, 0.454574, 0.952681
6.14, 0.972778, 0.0297661, 0.114156
6.15, 0.913603, 0.604958, 0.275632
6.16, 0.854429, 0.180149, 0.437107
6.17, 0.795254, 0.755341, 0.598583
6.18, 0.73608, 0.330532, 0.760058
6.19, 0.676905, 0.905724, 0.921534
6.2, 0.617731, 0.480916, 0.083009
6.21, 0.558556, 0.0561071, 0.244484
6.22, 0.499382, 0.631299, 0.40596
6.23, 0.440207, 0.20649, 0.567435
6.24, 0.381033, 0.781682, 0.728911
6.25, 0.321858, 0.356873, 0.890386
6.26, 0.262684, 0.932065, 0.0518618
6.27, 0.203509, 0.507257, 0.213337
6.28, 0.144335, 0.0824482, 0.374813
6.29, 0.0851602, 0.65764, 0.536288
6.3, 0.0259856, 0.232831, 0.697764
6.31, 0.966811, 0.808023, 0.859239
6.32, 0.907637, 0.383215, 0.0207145
6.33, 0.848462, 0.958406, 0.18219
6.34, 0.789288, 0.533598, 0.343665
6.35, 0.730113, 0.108789, 0.505141
6.36, 0.670939, 0.683981, 0.666616
6.37, 0.611764, 0.259172, 0.828092
6.38, 0.552589, 0.834364, 0.989567
6.39, 0.493415, 0.409556, 0.151043
6.4, 0.43424, 0.984747, 0.312518
6.41, 0.375066, 0.559939, 0.473994
6.42, 0.315891, 0.13513, 0.635469
6.43, 0.256717, 0.710322, 0.796945
6.44, 0.197542, 0.285513, 0.95842
6.45, 0.138368, 0.860705, 0.119895
6.46, 0.0791933, 0.435897, 0.281371
6.47, 0.0200188, 0.0110882, 0.442846
6.48, 0.960844, 0.58628, 0.604322
6.49, 0.90167, 0.161471, 0.765797
6.5, 0.842495, 0.736663, 0.927273
6.51, 0.783321, 0.311855, 0.0887482
6.52, 0.724146, 0.887046, 0.250224
6.53, 0.664972, 0.462238, 0.411699
6.54, 0.605797, 0.0374293, 0.573175
6.55, 0.546623, 0.612621, 0.73465
6.56, 0.487448, 0.187812, 0.896126
6.57, 0.428274, 0.763004, 0.057601
6.58, 0.369099, 0.338196, 0.219076
6.59, 0.309925, 0.913387, 0.380552
6.6, 0.25075, 0.488579, 0.542027
6.61, 0.191576, 0.0637703, 0.703503
6.62, 0.132401, 0.638962, 0.864978
6.63, 0.0732265, 0.214153, 0.0264537
6.64, 0.0140519, 0.789345, 0.187929
6.65, 0.954877, 0.364537, 0.349405
6.66, 0.895703, 0.939728, 0.51088
6.67, 0.836528, 0.51492, 0.672356
6.68, 0.777354, 0.0901114, 0.833831
6.69, 0.718179, 0.665303, 0.995306
6.7, 0.659005, 0.240495, 0.156782
6.71, 0.59983, 0.815686, 0.318257
6.72, 0.540656, 0.390878, 0.479733
6.73, 0.481481, 0.966069, 0.641208
6.74, 0.422307, 0.541261, 0.802684
6.75, 0.363132, 0.116452, 0.964159
6.76, 0.303958, 0.691644, 0.125635
6.77, 0.244783, 0.266836, 0.28711
6.78, 0.185609, 0.842027, 0.448586
6.79, 0.126434, 0.417219, 0.610061
6.8, 0.0672596, 0.99241, 0.771536
6.81, 0.00808509, 0.567602, 0.933012
6.82, 0.948911, 0.142794, 0.0944874
6.83, 0.889736, 0.717985, 0.255963
6.84, 0.830562, 0.293177, 0.417438
6.85, 0.771387, 0.868368, 0.578914
6.86, 0.712212, 0.44356, 0.740389
6.87, 0.653038, 0.0187514, 0.901865
6.88, 0.593863, 0.593943, 0.0633401
6.89, 0.534689, 0.169135, 0.224816
6.9, 0.475514, 0.744326, 0.386291
6.91, 0.41634, 0.319518, 0.547767
6.92, 0.357165, 0.894709, 0.709242
6.93, 0.297991, 0.469901, 0.870717
6.94, 0.238816, 0.0450925, 0.0321929
6.95, 0.179642, 0.620284, 0.193668
6.96, 0.120467, 0.195476, 0.355144
6.97, 0.0612928, 0.770667, 0.516619
6.98, 0.00211824, 0.345859, 0.678095
6.99, 0.942944, 0.92105, 0.83957
7, 0.883769, 0.496242, 0.00104562
7.01, 0.824595, 0.0714335, 0.162521
7.02, 0.76542, 0.646625, 0.323997
7.03, 0.706246, 0.221817, 0.485472
7.04, 0.647071, 0.797008, 0.646947
7.05, 0.587897, 0.3722, 0.808423
7.06, 0.528722, 0.947391, 0.969898
7.07, 0.469548, 0.522583, 0.131374
7.08, 0.410373, 0.0977746, 0.292849
7.09, 0.351199, 0.672966, 0.454325
7.1, 0.292024, 0.248158, 0.6158
7.11, 0.232849, 0.823349, 0.777276
7.12, 0.173675, 0.398541, 0.938751
7.13, 0.1145, 0.973732, 0.100227
7.14, 0.0553259, 0.548924, 0.261702
7.15, 0.996151, 0.124116, 0.423177
7.16, 0.936977, 0.699307, 0.584653
7.17, 0.877802, 0.274499, 0.746128
7.18, 0.818628, 0.84969, 0.907604
7.19, 0.759453, 0.424882, 0.0690793
7.2, 0.700279, 7.35371e-05, 0.230555
7.21, 0.641104, 0.575265, 0.39203
7.22, 0.58193, 0.150457, 0.553506
7.23, 0.522755, 0.725648, 0.714981
7.24, 0.463581, 0.30084, 0.876457
7.25, 0.404406, 0.876031, 0.0379321
7.26, 0.345232, 0.451223, 0.199408
7.27, 0.286057, 0.0264146, 0.360883
7.28, 0.226883, 0.601606, 0.522358
7.29, 0.167708, 0.176798, 0.683834
7.3, 0.108534, 0.751989, 0.845309
7.31, 0.0493591, 0.327181, 0.0067848
7.32, 0.990185, 0.902372, 0.16826
7.33, 0.93101, 0.477564, 0.329736
7.34, 0.871836, 0.0527557, 0.491211
7.35, 0.812661, 0.627947, 0.652687
7.36, 0.753486, 0.203139, 0.814162
7.37, 0.694312, 0.77833, 0.975638
7.38, 0.635137, 0.353522, 0.137113
7.39, 0.575963, 0.928714, 0.298588
7.4, 0.516788, 0.503905, 0.460064
7.41, 0.457614, 0.0790967, 0.621539
7.42, 0.398439, 0.654288, 0.783015
7.43, 0.339265, 0.22948, 0.94449
7.44, 0.28009, 0.804671, 0.105966
7.45, 0.220916, 0.379863, 0.267441
7.46, 0.161741, 0.955055, 0.428917
7.47, 0.102567, 0.530246, 0.590392
7.48, 0.0433922, 0.105438, 0.751868
7.49, 0.984218, 0.680629, 0.913343
7.5, 0.925043, 0.255821, 0.0748185
7.51, 0.865869, 0.831013, 0.236294
7.52, 0.806694, 0.406204, 0.397769
7.53, 0.74752, 0.981396, 0.559245
